Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"1811 E Fayette St, Syracuse, 13210",128,,00002,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04855918,-76.11873438,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473499.005499998,5319367.285300009
"1813 E Fayette St, Syracuse, 13210",128,,00003,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04844366,-76.11791517,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473407.811400002,5319349.688100003
"1815 E Fayette St, Syracuse, 13210",128,,00004,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04854512,-76.11733713,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473343.464300001,5319365.1435
"1901 E Fayette St, Syracuse, 13210",128,,00005,22,Onondaga,,Onondaga Hilltop Homes,H231,43.0488188,-76.11672918,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473275.787599996,5319406.833499998
"1903 E Fayette St, Syracuse, 13210",128,,00006,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04888933,-76.11615321,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473211.670899997,5319417.577400006
"201 Westmoreland Ave, Syracuse, 13224",128,,00007,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04990174,-76.11435097,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8473011.046399996,5319571.800700001
"203 Westmoreland Ave, Syracuse, 13224",128,,00008,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04973587,-76.11424793,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472999.575999998,5319546.533
"2003 Westmoreland Ave, Syracuse, 13224",128,,00009,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04887985,-76.11433053,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8473008.770999996,5319416.133299999
"102 Crowley St, Syracuse, 13224",128,,00010,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04987362,-76.11337307,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472902.186999999,5319567.517000012
"104 Crowley St, Syracuse, 13224",128,,00011,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04971746,-76.11324616,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472888.059499996,5319543.728600003
"2119 Crowley St, Syracuse, 13224",128,,00012,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04895594,-76.11343401,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472908.970799997,5319427.724300012
"2005 E Fayette St, Syracuse, 13224",128,,00013,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04859606,-76.11411898,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472985.221399998,5319372.90330001
"2121 E Fayette St, Syracuse, 13224",128,,00014,22,Onondaga,,Onondaga Hilltop Homes,H231,43.048658,-76.11320639,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003601,-8472883.632299995,5319382.338700004
"2 E Kennedy Plz, Utica, 13502-4248",119,,00001,22,Oneida,,State Street Associates,U001,43.10222672,-75.2373983,,"CRM Rental Management Inc, Rome Office",,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),204,36065020300,-8375389.090499997,5327546.08380001
"2 E Kennedy Plz, Utica, 13502",119,,00001,22,Oneida,,NULL,U001B,43.1015124,-75.23718013,,"CRM Rental Management Inc, Rome Office",,,UTICA CITY SD,412300,53,Active,88,36065020300,-8375364.803899996,5327437.176300012
"2 W Kennedy Plz, Utica, 13502",119,,00002,22,Oneida,,NULL,U001B,43.10174353,-75.2377419,,"CRM Rental Management Inc, Rome Office",,,UTICA CITY SD,412300,53,Active,88,36065020300,-8375427.339899998,5327472.414999999
"80 Seventh St, Buffalo, 14201-2215",149,,00080,26,Erie,,Shoreline 1,U003,42.88905099,-78.8816852,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781069.381099995,5295100.782000005
"85 Busti Ave, Buffalo, 14201",149,,00085,26,Erie,,Shoreline 1,U003,42.88932512,-78.88475918,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781411.575100001,5295142.432300001
"90 Seventh St, Buffalo, 14201-2219",149,,00090,26,Erie,,Shoreline 1,U003,42.88956048,-78.8817655,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781078.319999998,5295178.192300007
"95 Busti Ave, Buffalo, 14201",149,,00095,26,Erie,,Shoreline 1,U003,42.88911772,-78.88481577,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781417.874599997,5295110.920699999
"100 Seventh St, Buffalo, 14201",149,,00100,26,Erie,,Shoreline 1,U003,42.88981298,-78.88184579,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781087.257899998,5295216.55650001
"110 Seventh St, Buffalo, 14201",149,,00110,26,Erie,,Shoreline 1,U003,42.8899935,-78.88192897,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781096.5174,5295243.984400004
"120 Seventh St, Buffalo, 14201",149,,00120,26,Erie,,Shoreline 1,U003,42.89006511,-78.88201104,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781105.653400002,5295254.864799999
"130 Seventh St, Buffalo, 14201",149,,00130,26,Erie,,Shoreline 1,U003,42.89019583,-78.88209328,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781114.808300002,5295274.726199999
"140 Seventh St, Buffalo, 14201",149,,00140,26,Erie,,Shoreline 1,U003,42.89028132,-78.88217404,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781123.798499998,5295287.715500005
"145 Busti Ave, Buffalo, 14201",149,,00145,26,Erie,,Shoreline 1,U003,42.89057552,-78.88509866,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781449.365799997,5295332.416100003
"150 Seventh St, Buffalo, 14201",149,,00150,26,Erie,,Shoreline 1,U003,42.8906325,-78.88225481,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781132.789799998,5295341.073600009
"155 Busti Ave, Buffalo, 14201",149,,00155,26,Erie,,Shoreline 1,U003,42.8906457,-78.88515523,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781455.663199997,5295343.0792
"160 Seventh St, Buffalo, 14201",149,,00160,26,Erie,,Shoreline 1,U003,42.89076415,-78.88233556,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781141.7788,5295361.0766
"170 Seventh St, Buffalo, 14201",149,,00170,26,Erie,,Shoreline 1,U003,42.89097512,-78.88241632,waterfrontmanager@norstarus.com ,"Norstar Property Management, Inc.",(716) 852-2027,,BUFFALO CITY SD,140600,63,Active,88,36029007102,-8781150.769000001,5295393.131500006
"3601 Surf Ave, Brooklyn, 11224-1462",46,3321762,00001,8,Kings,100-year,Coney Island Site Nine Hs,U004,40.57343882,-74.0018216,aflaksman@jasa.org ,"JASA Housing Mgmt. Services for the Aged, Inc.",(718) 373-3650,3070450031,NYC GEOG DIST #21 - BROOKLYN,332100,23,Active,197,36047034200,-8237845.258400001,4949627.336199999
"1880 Valentine Ave, Bronx, 10457-3806",86,2013302,01880,15,Bronx,,Sovereign Realty Associates,U009,40.84904523,-73.9005347,,Reliant Realty Services Inc.,,2031420200,NYC GEOG DIST # 9 - BRONX,320900,32,HFA MOU (shared with HFA),536,36005037900,-8226570.050599996,4990102.522100009
"1985 Webster Ave, Bronx, 10457-3806",86,2092392,01985,15,Bronx,,Sovereign Realty Associates,U009,40.85038847,-73.89967739,,Reliant Realty Services Inc.,,2031420001,NYC GEOG DIST # 9 - BRONX,320900,32,HFA MOU (shared with HFA),536,36005037900,-8226474.615199998,4990300.199699998
"2000 Valentine Ave, Bronx, 10457-3806",86,2013284,02000,15,Bronx,,Sovereign Realty Associates,U009,40.85021583,-73.90050226,,Reliant Realty Services Inc.,,2031420001,NYC GEOG DIST # 9 - BRONX,320900,32,HFA MOU (shared with HFA),536,36005037900,-8226566.439399997,4990274.7929000035
"2100 Tiebout Ave, Bronx, 10457-3133",86,2013303,02100,15,Bronx,,Sovereign Realty Associates,U009,40.8527551,-73.89877303,,Reliant Realty Services Inc.,,2031430001,NYC GEOG DIST #10 - BRONX,321000,32,HFA MOU (shared with HFA),536,36005037900,-8226373.942299997,4990648.494000003
"333 E 181 St, Bronx, 10457-2305",86,2013306,00333,15,Bronx,,D-U First Realty Co.,U010,40.8538488,-73.8981417,,Reliant Realty Services Inc.,,2031430036,NYC GEOG DIST #10 - BRONX,321000,32,HFA MOU (shared with HFA),331,36005037900,-8226303.663000001,4990809.456800006
"355 E 184 St, Bronx, 10458-7409",86,2011053,00355,15,Bronx,,D-U First Realty Co.,U010,40.85817142,-73.89556984,,Reliant Realty Services Inc.,,2030240008,NYC GEOG DIST #10 - BRONX,321000,33,HFA MOU (shared with HFA),331,36005038303,-8226017.364799997,4991445.654700004
"800 E 180 St, Bronx, 10460-1328",79,2012955,00800,15,Bronx,,D-U Second Realty Co.,U014,40.84630625,-73.8854307,,Reliant Realty Services Inc.,,2031080008,NYC GEOG DIST #12 - BRONX,321200,32,HFA MOU (shared with HFA),408,36005036501,-8224888.680400001,4989699.453200005
"2111 Southern Blvd, Bronx, 10460-1431",78,2012997,02111,15,Bronx,,D-U Second Realty Co.,U014,40.84626694,-73.88453003,,Reliant Realty Services Inc.,,2031110015,NYC GEOG DIST #12 - BRONX,321200,32,HFA MOU (shared with HFA),408,36005036501,-8224788.418299997,4989693.668400012
"725 Garden St, Bronx, 10457-1910",78,2012798,00725,15,Bronx,,Twins Park N.E. 6 & 8,U017,40.85057169,-73.88514463,,Reliant Realty Services Inc.,,2031000065,NYC GEOG DIST #10 - BRONX,321000,33,HFA MOU (shared with HFA),274,36005039300,-8224856.835299995,4990327.163599998
"2260 Crotona Ave, Bronx, 10457-1939",78,2012816,02260,15,Bronx,,Twins Park N.E. 6 & 8,U017,40.85146991,-73.88469581,,Reliant Realty Services Inc.,,2031010023,NYC GEOG DIST #10 - BRONX,321000,33,HFA MOU (shared with HFA),274,36005039300,-8224806.872799998,4990459.352600008
"10 Richman Plz, Bronx, 10453-6565",77,2093973,00010,13,Bronx,500-year,River Park Associates,U018,40.85119338,-73.92328927,,Reliant Realty Services Inc.,,2028820229,NYC GEOG DIST # 9 - BRONX,320900,31,HFA MOU (shared with HFA),1654,36005005300,-8229103.078500001,4990418.655900009
"20 Richman Plz, Bronx, 10453-6565",77,2127134,00020,13,Bronx,500-year,River Park Associates,U018,40.85158755,-73.92309933,,Reliant Realty Services Inc.,,2028820229,NYC GEOG DIST # 9 - BRONX,320900,31,HFA MOU (shared with HFA),1654,36005005300,-8229081.934500001,4990476.665300012
"30 Richman Plz, Bronx, 10453-6565",77,2113628,00030,13,Bronx,500-year,River Park Associates,U018,40.85220255,-73.92262408,,Reliant Realty Services Inc.,,2028820229,NYC GEOG DIST # 9 - BRONX,320900,31,HFA MOU (shared with HFA),1654,36005005300,-8229029.029899998,4990567.174600013
"40 Richman Plz, Bronx, 10453-6565",77,2113629,00040,13,Bronx,500-year,River Park Associates,U018,40.8524293,-73.92223399,,Reliant Realty Services Inc.,,2028820229,NYC GEOG DIST # 9 - BRONX,320900,31,HFA MOU (shared with HFA),1654,36005005300,-8228985.605299996,4990600.545500018
"51 Spring St, Buffalo, 14204-1915",141,,000E3,26,Erie,,"Ellicott Houses, Inc.",U019,42.87958856,-78.85872225,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778513.156299997,5293663.207000002
"451 Ellicott Homes E, Buffalo, 14204-1915",141,,000E1,26,Erie,,"Ellicott Houses, Inc.",U019,42.87919032,-78.8599735,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778652.4448,5293602.709399998
"450 Swan St, Buffalo, 14204-1915",141,,000E2,26,Erie,,"Ellicott Houses, Inc.",U019,42.87914946,-78.85907246,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778552.141499998,5293596.502300009
"501 S Division St, Buffalo, 14204-1915",141,,000E4,26,Erie,,"Ellicott Houses, Inc.",U019,42.87928214,-78.85705951,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778328.060799995,5293616.658
"500 Swan St, Buffalo, 14204-1915",141,,000E5,26,Erie,,"Ellicott Houses, Inc.",U019,42.8788158,-78.85716058,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778339.311900001,5293545.8156
"517 S Division St, Buffalo, 14204-1915",141,,000E6,26,Erie,,"Ellicott Houses, Inc.",U019,42.87914356,-78.85623893,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778236.7142,5293595.605999999
"512 Swan St, Buffalo, 14204-1915",141,,000E7,26,Erie,,"Ellicott Houses, Inc.",U019,42.87871834,-78.85657904,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778274.575099997,5293531.010300003
"550 Swan St, Buffalo, 14204-1915",141,,000E8,26,Erie,,"Ellicott Houses, Inc.",U019,42.87852025,-78.85546652,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778150.729899995,5293500.918400012
"120 Jefferson Ave, Buffalo, 14204-1915",141,,000E9,26,Erie,,"Ellicott Houses, Inc.",U019,42.87838852,-78.85481131,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,64,36029016400,-8778077.7923,5293480.907300003
"431 S Division St, Buffalo, 14204-1915",141,,000W1,26,Erie,,NULL,U019A,42.87974257,-78.85969624,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778621.580399998,5293686.603100009
"393 S Division St, Buffalo, 14204-1915",141,,000W2,26,Erie,,NULL,U019A,42.87995199,-78.86086259,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778751.417899998,5293718.416800007
"396 Swan St, Buffalo, 14204-1915",141,,000W3,26,Erie,,NULL,U019A,42.87949738,-78.86109203,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778776.958999995,5293649.355599999
"373 S Division St, Buffalo, 14204-1915",141,,000W4,26,Erie,,NULL,U019A,42.88014274,-78.86189722,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778866.592399998,5293747.394400008
"376 Swan St, Buffalo, 14204-1915",141,,000W5,26,Erie,,NULL,U019A,42.87967839,-78.86200453,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778878.5381,5293676.853300005
"357 S Division St, Buffalo, 14204-1915",141,,000W6,26,Erie,,NULL,U019A,42.88026152,-78.86257886,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778942.472299995,5293765.438800007
"368 Swan St, Buffalo, 14204-1915",141,,000W7,26,Erie,,NULL,U019A,42.87973909,-78.86242311,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8778925.134199996,5293686.074500002
"345 S Division St, Buffalo, 14204-1915",141,,000W8,26,Erie,,NULL,U019A,42.8803657,-78.86319068,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8779010.579799997,5293781.265300013
"346 Swan St, Buffalo, 14204-1915",141,,000W9,26,Erie,,NULL,U019A,42.87990526,-78.86330537,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8779023.347,5293711.317900009
"333 S Division St, Buffalo, 14204-1915",141,,00W10,26,Erie,,NULL,U019A,42.88046993,-78.86374376,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8779072.148399996,5293797.099399999
"338 Swan St, Buffalo, 14204-1915",141,,00W11,26,Erie,,NULL,U019A,42.87997155,-78.8637379,brobinson@mjpeterson.com ,M.J. Peterson Corp.,(716) 856-3100,,BUFFALO CITY SD,140600,63,Active,84,36029016400,-8779071.496000001,5293721.3883000165
"185 Mt. Hope Ave, Rochester, 14620-1261",138,,00185,25,Monroe,,Genesee Commons Assoc Ltd,U021,43.14555467,-77.61069734,,"Conifer Management, LLC",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),203,36055003200,-8639583.6168,5334154.367600009
"1110 Broadway East, Kingston, 12401-6038",103,,00001,18,Ulster,,Broadway East Townhouses,U025,41.92247366,-73.98545088,tperry@winnco.com ,"Winn Managed Properties, LLC",(845) 338-4700,,KINGSTON CITY SD,620600,41,Active,122,36111951700,-8236022.886999996,5149374.709600002
"3 Garraghan Dr, Kingston, 12401-6060",103,,00002,18,Ulster,,Broadway East Townhouses,U025,41.92343773,-73.98649309,tperry@winnco.com ,"Winn Managed Properties, LLC",(845) 338-4700,,KINGSTON CITY SD,620600,41,Active,122,36111951700,-8236138.905399999,5149518.948100008
"3101 Broadway East, Kingston, 12401-6016",103,,00003,18,Ulster,,Broadway East Townhouses,U025,41.92220906,-73.98571034,tperry@winnco.com ,"Winn Managed Properties, LLC",(845) 338-4700,,KINGSTON CITY SD,620600,41,Active,122,36111951700,-8236051.77,5149335.122100018
"4101 Broadway East, Kingston, 12401-6016",103,,00004,18,Ulster,,Broadway East Townhouses,U025,41.92220144,-73.98592743,tperry@winnco.com ,"Winn Managed Properties, LLC",(845) 338-4700,,KINGSTON CITY SD,620600,41,Active,122,36111951700,-8236075.936299995,5149333.982000008
"5101 Broadway East, Kingston, 12401-6016",103,,00005,18,Ulster,,Broadway East Townhouses,U025,41.92203708,-73.98620445,tperry@winnco.com ,"Winn Managed Properties, LLC",(845) 338-4700,,KINGSTON CITY SD,620600,41,Active,122,36111951700,-8236106.774099994,5149309.3917
"2311 Southern Blvd, Bronx, 10460-1022",78,2013027,00001,15,Bronx,,Grote Street Associates,U031,40.85094712,-73.88257376,,Reliant Realty Services Inc.,,2031130009,NYC GEOG DIST #10 - BRONX,321000,33,HFA MOU (shared with HFA),249,36005039300,-8224570.647199998,4990382.414600007
"63-34 A South St, Middletown, 10940-6300",100,,00063,18,Orange,,"College Hill Houses, Inc.",U037,41.44159013,-74.42329257,dosborne@mdgltd.com ,"Marathon Management Group, LLC",(845) 342-0215,,MIDDLETOWN CITY SD,441000,42,Active,75,36071015100,-8284763.213299997,5077697.174699999
"1 Early Dr, Waterviliet, 12189",108,,00001,20,Albany,,Van Rensselaer Village,U044,42.72843559,-73.71015679,methier@watervliethousing.org ,Watervliet Housing Authority,(518) 273-4717,,WATERVLIET CITY SD,011200,43,Active,81,36001013300,-8205377.2851,5270729.2102999985
"2 Early Dr, Waterviliet, 12189",108,,00002,20,Albany,,Van Rensselaer Village,U044,42.72848043,-73.71060438,methier@watervliethousing.org ,Watervliet Housing Authority,(518) 273-4717,,WATERVLIET CITY SD,011200,43,Active,81,36001013300,-8205427.110599998,5270736.005500011
"3 Early Dr, Waterviliet, 12189",108,,00003,20,Albany,,Van Rensselaer Village,U044,42.72827559,-73.7106824,methier@watervliethousing.org ,Watervliet Housing Authority,(518) 273-4717,,WATERVLIET CITY SD,011200,43,Active,81,36001013300,-8205435.795699999,5270704.963600017
"4 Early Dr, Waterviliet, 12189",108,,00004,20,Albany,,Van Rensselaer Village,U044,42.72824823,-73.71101176,methier@watervliethousing.org ,Watervliet Housing Authority,(518) 273-4717,,WATERVLIET CITY SD,011200,43,Active,81,36001013300,-8205472.459899997,5270700.817400001
"5 Early Dr, Waterviliet, 12189",108,,00005,20,Albany,,Van Rensselaer Village,U044,42.7284812,-73.71116697,methier@watervliethousing.org ,Watervliet Housing Authority,(518) 273-4717,,WATERVLIET CITY SD,011200,43,Active,81,36001013300,-8205489.7377999965,5270736.122200005
